	F0	F1	F2
0	258	276	297
1	0	3	3
2	290	190	173
3	1041	1093	822
4	280	273	234
5	699	571	584
6	73	57	58
7	133	207	139
8	222	275	186
9	50	54	67
10	460	435	327
11	840	755	560
12	1100	809	571
13	2325	2769	2141
14	60	65	42
15	2838	2841	2436
16	0	1	0
17	5	9	3
18	1672	1545	1193
19	156	214	121
20	199	224	143
21	32	38	64
22	0	0	0
23	50	60	47
24	34	35	21
25	220	209	144
26	74	65	49
27	1814	1284	1105
28	107	134	90
29	40	32	23
30	13	0	2
31	307	289	226
32	441	328	311
33	252	210	210
34	19	20	14
35	219	250	190
36	388	280	202
37	2508	2025	1672
38	183	136	133
39	82	67	79
40	128	152	137
41	1629	1744	1393
42	22	24	34
43	439	598	441
44	105	102	75
45	176	217	177
46	407	277	230
47	236	255	131
48	65	68	45
49	282	280	213
50	932	537	434
51	101	69	33
52	1538	1347	1086
53	262	243	177
54	401	374	325
55	101	102	74
56	11	26	12
57	1231	1095	771
58	1052	959	895
59	231	213	134
60	41	56	42
61	20	27	13
62	304	221	165
63	267	258	198
64	170	150	150
65	181	170	154
66	95	97	85
67	1831	1334	1168
68	167	166	129
69	27	26	18
70	1	2	1
71	240	129	95
72	171	201	109
73	61	67	30
74	152	131	77
75	62	68	25
76	91	55	52
77	2	2	2
78	35	55	31
79	465	407	242
80	44	36	44
81	413	285	236
82	260	151	97
83	90	88	50
84	471	341	251
85	3209	2920	2314
86	123	141	82
87	124	102	75
88	1521	1077	950
89	38	53	31
90	79	104	82
91	357	296	250
92	490	369	241
93	365	334	241
94	289	269	226
95	125	141	92
96	40	55	38
97	663	638	535
98	843	567	392
99	284	183	125
100	50	33	44
101	1595	1566	1148
102	314	225	227
103	2501	1784	1200
104	832	679	463
105	107	94	78
106	224	193	138
107	68	69	41
108	1	1	0
109	280	248	140
110	74	70	51
111	183	169	135
112	56	74	43
113	30	32	31
114	508	494	365
115	8	16	5
116	341	268	191
117	25	12	21
118	250	171	123
119	236	192	176
120	2810	2213	1723
121	83	71	53
122	120	96	61
123	2287	2270	1934
124	3088	2693	2317
125	1144	1115	975
126	42	36	33
127	167	149	81
128	56	56	45
129	392	355	239
130	2	2	2
131	511	435	268
132	301	271	148
133	560	409	295
134	1008	1064	962
135	465	410	347
136	107	52	39
137	52	28	39
138	1097	934	775
139	259	215	142
140	365	251	222
141	1115	844	646
142	215	259	173
143	242	211	170
144	2073	1891	1621
145	1286	981	797
146	7	2	5
147	5	5	2
148	183	165	100
149	1495	1528	1207
150	732	567	483
151	259	211	154
152	358	320	198
153	372	457	358
154	3661	3210	2436
155	3865	2842	2278
156	6	7	4
157	220	171	132
158	77	83	74
159	47	39	35
160	116	112	49
161	2323	1707	1233
162	961	565	545
163	17	22	14
164	337	279	147
165	66	69	50
166	147	167	149
167	602	419	333
168	454	307	257
169	225	196	198
170	66	51	41
171	386	288	169
172	277	219	122
173	517	356	331
174	2016	1699	1199
175	67	68	76
176	313	264	153
177	101	55	44
178	0	0	1
179	10	15	8
180	0	0	0
181	56	41	21
182	197	222	158
183	138	123	65
184	32	38	19
185	666	530	365
186	660	590	505
187	438	428	304
188	1	2	0
189	59	26	18
190	84	74	60
191	59	51	28
192	6	2	2
193	5997	4956	4117
194	118	113	81
195	214	195	126
196	11	16	7
197	3	4	2
198	88	120	64
199	195	181	85
200	31	17	15
201	1133	907	631
202	14	18	12
203	1377	1037	787
204	445	417	313
205	142	162	115
206	212	244	150
207	1	1	0
208	477	310	200
209	144	117	79
210	83	61	57
211	31	16	13
212	183	168	115
213	703	662	677
214	1610	1650	1032
215	15	9	17
216	325	234	205
217	30	20	12
218	469	366	250
219	388	310	210
220	273	216	167
221	2229	2031	1772
222	1104	741	733
223	399	292	199
224	369	292	235
225	2046	1956	1677
226	62	67	66
227	478	396	375
228	492	409	272
229	88	69	45
230	149	143	108
231	0	0	0
232	212	170	139
233	12	5	9
234	0	3	2
235	586	554	409
236	1037	842	599
237	275	267	228
238	91	95	96
239	31	25	10
240	348	351	223
241	211	174	134
242	120	110	91
243	0	5	1
244	22	20	23
245	1	0	0
246	9	5	14
247	613	606	484
248	309	223	177
249	1	1	3
250	87	121	45
251	486	414	340
252	214	180	125
253	74	128	64
254	366	472	360
255	727	660	593
256	15	15	10
257	2078	1827	1503
258	548	534	418
259	300	244	151
260	641	430	350
261	245	160	114
262	434	366	329
263	74	66	43
264	490	492	366
265	236	182	122
266	102	116	60
267	457	358	228
268	370	330	265
269	149	99	104
270	129	95	59
271	15	14	4
272	213	215	189
273	143	135	111
274	150	122	94
275	1	2	2
276	13	14	13
277	607	771	542
278	2708	2475	2231
279	1180	1135	1019
280	41	44	38
281	224	157	96
282	398	377	295
283	779	630	523
284	240	247	119
285	1431	1363	1239
286	873	757	584
287	371	328	300
288	1309	1040	860
289	783	789	600
290	46	31	35
291	64	63	27
292	478	454	275
293	64	29	25
294	43	67	30
295	759	597	475
296	100	79	74
297	1104	976	816
298	1053	1035	899
299	192	174	107
300	16	21	15
301	284	186	116
302	165	143	67
303	74	53	53
304	450	512	323
305	1434	998	731
306	591	563	372
307	220	162	125
308	37	30	39
309	146	114	83
310	459	457	316
311	594	528	376
312	3441	2936	2443
313	4651	4689	4206
314	3068	2845	2454
315	159	161	123
316	287	214	198
317	544	452	219
318	107	100	47
319	145	113	105
320	1007	826	638
321	235	207	142
322	0	1	1
323	503	394	281
324	496	438	314
325	267	278	157
326	520	516	487
327	1941	1514	1261
328	85	74	67
329	114	113	58
330	94	74	79
331	184	169	188
332	0	0	0
333	90	71	47
334	23	13	9
335	489	442	380
336	157	130	99
337	263	191	162
338	272	320	246
339	6	5	6
340	135	127	92
341	148	118	109
342	152	127	115
343	689	475	315
344	201	196	161
345	205	197	158
346	109	73	63
347	300	296	344
348	594	529	374
349	787	579	361
350	261	219	185
351	4297	4329	4293
352	150	126	63
353	17	4	9
354	115	116	100
355	140	91	64
356	80	70	73
357	1084	834	671
358	30	20	13
359	0	0	0
360	1	0	0
361	10	12	4
362	709	699	440
363	46	47	23
364	640	531	357
365	1022	837	778
366	20	17	13
367	752	561	360
368	97	121	49
369	201	168	100
370	477	409	209
371	8	5	7
372	28	51	33
373	147	130	102
374	1152	855	738
375	0	0	0
376	8	15	7
377	41	51	41
378	59	54	49
379	302	200	171
380	145	133	103
381	36	23	25
382	1095	1113	913
383	1690	1480	1170
384	36	43	40
385	9	5	7
386	255	207	141
387	893	854	706
388	1048	864	672
389	177	155	83
390	1537	1131	885
391	1698	1430	1402
392	184	193	108
393	1168	1179	847
394	831	752	591
395	1348	1404	1179
396	5	7	4
397	185	115	99
398	1958	1845	1569
399	3066	2974	2746
400	80	68	56
401	2310	1902	1600
402	1741	1596	979
403	55	45	42
404	35	33	14
405	253	246	172
406	72	88	59
407	226	201	136
408	2406	1853	1517
409	865	848	788
410	202	230	141
411	671	551	498
412	25	18	7
413	2	2	0
414	89	102	79
415	10	2	3
416	3	6	13
417	763	626	418
418	431	421	277
419	18	12	8
420	21	24	18
421	174	203	182
422	136	116	97
423	183	177	122
424	18	13	10
425	204	182	122
426	113	86	55
427	129	124	99
428	357	384	189
429	606	487	498
430	1122	1034	976
431	1076	882	736
432	280	202	140
433	237	161	129
434	6	2	4
435	286	328	270
436	872	587	436
437	214	262	204
