	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	1435350	1245469	1034531	0.33236874644535386	0.0	38.632968630142514	-9	1.0583801860173476	3715350	145378	0.05025478607545097	0.05654190532434107
ARG	1183395	1043554	809065	0.3533654899349078	0.0	38.97857519761108	-18	1.1900979808094507	3036014	108791	0.03760726129080319	0.06174192954654913
ASN	1398237	1193643	941607	0.38920392323932834	0.0	39.57102431677264	-21	1.0295979866074205	3533487	193651	0.06694196906201183	0.04036947956240781
ASP	1648028	1427189	1149171	0.35540655588410835	0.0	39.012230884094926	-9	1.1383878186535665	4224388	171036	0.05912433512086308	0.054644400513724344
CYS	220351	199066	154716	0.31694279657113555	0.0	38.37978308162046	-18	1.0689672386329083	574133	30535	0.010555447817509495	0.04159910456111104
GLN	1080876	932217	782195	0.33448717076356543	0.0	38.66778664667111	-21	1.0544863610626936	2795288	130340	0.04505639654606804	0.047448035962076036
GLU	2128295	1817792	1507849	0.35606569526679027	0.0	39.02310184791314	-9	1.0550445309508316	5453936	187345	0.06476208846803067	0.06440763125923007
GLY	1467165	1328752	1024953	0.31809761568545947	0.0	38.39871547579478	-15	1.0919753401969103	3820870	146389	0.050604272164971265	0.05774617388938098
HIS	467078	413065	329159	0.3318088421705567	0.0	38.62376809101449	-15	1.0747519686219433	1209302	60529	0.020923880823515057	0.04420187263731737
ILE	1461804	1273701	1030601	0.34342007875979114	0.0	38.81473330809064	-24	1.034923286569198	3766106	205120	0.07090661392918118	0.040621310318824724
LEU	2153925	1832012	1482579	0.37813715420561633	0.0	39.387742488090005	-18	1.1519314739371147	5468516	277884	0.09605993323467524	0.04353868843514212
LYS	2104097	1802598	1433715	0.37885007041704744	0.0	39.39954048471934	-12	1.0854765726104834	5340410	211748	0.07319780463278207	0.05579877700012608
PHE	861169	761023	616148	0.32266058546501636	0.0	38.47355629618378	-15	1.0406911999851365	2238340	126305	0.0436615633401191	0.03920801984592203
PRO	1109877	933123	765932	0.3856672468437366	0.0	39.512419666976626	-12	1.2023467465313724	2808932	129634	0.04481234394547326	0.0479393013587856
SER	1821567	1566420	1269352	0.36143851801174115	0.0	39.111754587759236	-9	1.045369728371232	4657339	247166	0.08544122532381045	0.041688715899159845
THR	1308802	1099755	920472	0.373729449488944	0.0	39.31482723641038	-21	1.0322753174276935	3329029	177741	0.061442143459373016	0.04143805436976458
TRP	240119	207960	163356	0.37110208260337113	0.0	39.27138616533237	-18	1.1772537783349089	611435	27649	0.009557805033775013	0.048926062231671966
TYR	747385	661937	522052	0.33626783677726635	0.0	38.697062298653705	-27	1.032371535420165	1931374	102103	0.035295329572987456	0.04185017464095855
VAL	1397543	1222743	1015913	0.32025981753287164	0.0	38.43417260716479	-9	1.0368260583037516	3636199	156131	0.05397192150632307	0.05152617431888678
TERM	38697	38399	20743	0.3880386934307612	0.0	39.551712507282375	-18	3.8809985270175984	97839	5907	0.0020419528494523853	0.036644975110573616
MET	382034	323800	273400	0.3554868744864591	0.0	39.013555493375435	-6	1.0674651994325113	979234	51437	0.017780925802824164	0.042119213214046373
