	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	1158950	1033281	885454	0.2726628541756197	0.0	37.656550296732775	-9	1.0581474610638941	3077685	144838	0.05024786025600952	0.0580280883256709
ARG	930187	832827	667220	0.3105849780078093	0.0	38.27561461159708	-18	1.190025231485712	2430234	108515	0.03764651925379301	0.06115823347636016
ASN	1060610	923031	756619	0.3367336159337935	0.0	38.70472144978944	-21	1.0285411225615448	2740260	192901	0.06692209566028591	0.03879304828786554
ASP	1270116	1130326	940103	0.2950305346337576	0.0	38.021221088175736	-9	1.1543677900286273	3340545	170453	0.05913433300803373	0.05351916043150211
CYS	172587	158428	128468	0.2667959448632966	0.0	37.561128485711116	-18	1.0922317439899876	459483	30409	0.010549629120292971	0.04126329683798388
GLN	814310	723852	620366	0.2768828966140076	0.0	37.725246093634176	-21	1.07303483931181	2158528	129829	0.04504086944846973	0.04540279505310532
GLU	1639919	1441433	1237095	0.292184180670646	0.0	37.974739530206115	-9	1.0604718891603793	4318447	186948	0.06485685372029762	0.06308169950724826
GLY	1154366	1060187	864305	0.2626230393349947	0.0	37.49331732739867	-15	1.0604470332632805	3078858	145818	0.050587846330457445	0.05766006621187341
HIS	364947	326953	268534	0.29361694841317404	0.0	37.998134176840885	-15	1.086913990250639	960434	60310	0.02092302056117824	0.04348853844927132
ILE	1146210	1020685	855297	0.2892254027796199	0.0	37.926445440925	-24	1.0300285288036224	3022192	204198	0.07084130247971272	0.04041728923619452
LEU	1699760	1475399	1225917	0.33166864117688816	0.0	38.62146438734528	-18	1.1889672659669601	4401076	276806	0.09603080135064672	0.043419016655974696
LYS	1648079	1447667	1189847	0.3216066474748431	0.0	38.45626497896557	-12	1.107127146210831	4285593	211094	0.0732336942852157	0.05544107586153227
PHE	679973	614432	515267	0.2676109385136143	0.0	37.5743781193498	-15	1.0501431674492958	1809672	125818	0.04364935501519356	0.03927839237592902
PRO	845406	725667	611946	0.3380554827150937	0.0	38.72646092406892	-12	1.220537824429919	2183019	129287	0.044852836333826085	0.04611044062208115
SER	1382423	1214704	1017398	0.30879617031426826	0.0	38.24632558911614	-9	1.0310765952244718	3614525	246268	0.0854364189613703	0.04008112144113195
THR	1012689	875044	759932	0.30892172754672026	0.0	38.24838112072336	-6	1.0381528781294158	2647665	176940	0.061384832666139574	0.040863317897789284
TRP	193752	170828	137548	0.32952071374937514	0.0	38.58617722971035	-18	1.182367149758454	502128	27582	0.009568873372880421	0.049714754610534796
TYR	588769	531063	434954	0.28565313440466483	0.0	37.86816963877987	-27	1.0288636120447918	1554786	101685	0.035277024469630394	0.04175517836463655
VAL	1120644	1002554	860858	0.2663813544102273	0.0	37.554389059722745	-9	1.0456969385460504	2984056	155647	0.05399776788734388	0.052355562439849984
TERM	39734	37725	22976	0.38865375214231157	0.0	39.5619057101608	-18	3.7788040469119646	100435	5877	0.002038875672990292	0.04666873272941736
MET	295548	258223	225037	0.2905928716364536	0.0	37.94876272457397	-6	1.0587518778675544	778808	51248	0.017779190146232172	0.04150019118404756
