	ID	Name	position_from_start	position_from_term	actual_count	downsampled_count
0	rna-XM_713978.2	XM_713978.2	9	759	57.0	19.0
1	rna-XM_713978.2	XM_713978.2	53	715	25.0	19.0
2	rna-XM_713978.2	XM_713978.2	251	517	28.0	19.0
3	rna-XM_713978.2	XM_713978.2	263	505	32.0	19.0
4	rna-XM_713957.1	XM_713957.1	0	1203	35.0	19.0
5	rna-XM_713957.1	XM_713957.1	17	1186	21.0	19.0
6	rna-XM_713957.1	XM_713957.1	40	1163	21.0	19.0
7	rna-XM_713957.1	XM_713957.1	43	1160	23.0	19.0
8	rna-XM_713957.1	XM_713957.1	44	1159	21.0	19.0
9	rna-XM_713957.1	XM_713957.1	45	1158	21.0	19.0
10	rna-XM_713957.1	XM_713957.1	47	1156	26.0	19.0
11	rna-XM_713957.1	XM_713957.1	50	1153	24.0	19.0
12	rna-XM_713957.1	XM_713957.1	55	1148	37.0	19.0
13	rna-XM_713957.1	XM_713957.1	298	905	20.0	19.0
14	rna-XM_713954.1	XM_713954.1	91	512	101.0	19.0
15	rna-XM_713954.1	XM_713954.1	127	476	25.0	19.0
16	rna-XM_019475064.1	XM_019475064.1	166	98	20.0	19.0
17	rna-XM_713064.2	XM_713064.2	4	746	24.0	19.0
18	rna-XM_019475067.1	XM_019475067.1	339	450	24.0	19.0
19	rna-XM_019475067.1	XM_019475067.1	364	425	35.0	19.0
20	rna-XM_707863.2	XM_707863.2	308	3517	59.0	19.0
21	rna-XM_716341.2	XM_716341.2	36	627	33.0	19.0
22	rna-XM_716341.2	XM_716341.2	63	600	22.0	19.0
23	rna-XM_716341.2	XM_716341.2	147	516	61.0	19.0
24	rna-XM_716341.2	XM_716341.2	346	317	24.0	19.0
25	rna-XM_716371.1	XM_716371.1	216	837	39.0	19.0
26	rna-XM_716399.1	XM_716399.1	428	181	65.0	19.0
27	rna-XM_716399.1	XM_716399.1	517	92	31.0	19.0
28	rna-XM_716399.1	XM_716399.1	522	87	71.0	19.0
29	rna-XM_716407.2	XM_716407.2	661	110	20.0	19.0
30	rna-XM_716442.2	XM_716442.2	529	1361	26.0	19.0
31	rna-XM_716442.2	XM_716442.2	563	1327	24.0	19.0
32	rna-XM_716442.2	XM_716442.2	582	1308	38.0	19.0
33	rna-XM_716442.2	XM_716442.2	626	1264	54.0	19.0
34	rna-XM_716442.2	XM_716442.2	1833	57	27.0	19.0
35	rna-XM_716447.2	XM_716447.2	619	206	27.0	19.0
36	rna-XM_708542.1	XM_708542.1	134	1147	39.0	19.0
