	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	1392793	1239644	1023619	0.29957661617407133	0.0	38.09550510167241	-9	1.0610076299923965	3656056	145843	0.05025802194091082	0.056308448186877434
ARG	1149844	1036806	796499	0.3269913216282106	0.0	38.54463856817075	-18	1.1849363913713513	2983149	109082	0.03759004922662339	0.06142825272391051
ASN	1334253	1173061	916908	0.35255071183479675	0.0	38.96514303103012	-21	1.0380482562152755	3424222	194222	0.06692959920879014	0.039601332563662876
ASP	1583305	1416996	1124664	0.317168143124708	0.0	38.38347719313982	-9	1.1627601757084074	4124965	171468	0.05908848903385214	0.05403603749555305
CYS	211587	198818	152374	0.2689910090595143	0.0	37.596818644618935	-18	1.0986119185016092	562779	30688	0.01057519508870958	0.041192258730383874
GLN	1018327	914976	755617	0.28584060863357164	0.0	37.87122710976898	-21	1.0660514746245557	2688920	130692	0.04503693289017311	0.04621417302641403
GLU	2035805	1800165	1480274	0.3117104848524843	0.0	38.29404745154662	-9	1.0628134816448531	5316244	187949	0.06476790086443812	0.06353473091464609
GLY	1409094	1312770	1013207	0.2769310253130184	0.0	37.72602983986114	-15	1.0666108861438626	3735071	146800	0.05058780758024525	0.05715037900480025
HIS	451742	410983	321250	0.30319625836504205	0.0	38.154690766274626	-15	1.0877890477307843	1183975	60731	0.020928120859372443	0.04379034921962735
ILE	1407444	1263893	1010298	0.3077240954895411	0.0	38.228776073673785	-15	1.0309006965818888	3681635	205589	0.07084670826032044	0.04022417677510585
LEU	2085592	1829262	1454423	0.3451412163149712	0.0	38.8430695603896	-18	1.1604848887030637	5369277	278585	0.09600139219851923	0.043291675019728235
LYS	2027604	1791698	1407947	0.3418640678977669	0.0	38.78912215584144	-12	1.106994265152367	5227249	212307	0.07316175520394502	0.055303826745327855
PHE	829097	755632	607172	0.2830347174169533	0.0	37.8254766068358	-15	1.0625813384923597	2191901	126752	0.04367919473032184	0.03884296940621776
PRO	1054260	911897	737752	0.35407161487304445	0.0	38.99021749622491	-12	1.2328239713163736	2703909	130077	0.04482500167994252	0.046691504486313644
SER	1729466	1534828	1232864	0.32164324874376365	0.0	38.45686542478605	-9	1.0413821376077934	4497158	248169	0.08551992928734253	0.04070398447842959
THR	1249184	1082682	902600	0.33164204603958286	0.0	38.621027396794396	-6	1.0430032725363116	3234466	178435	0.06148934227235056	0.04071635139364878
TRP	237626	211334	162201	0.3474492691840898	0.0	38.881080435433546	-18	1.195740365111562	611161	27806	0.009582047531173702	0.04937003363554615
TYR	721588	659863	514961	0.29680260859915836	0.0	38.0501705325636	-27	1.030726675055572	1896412	102489	0.03531807773223267	0.04156250814715014
VAL	1353710	1218352	1001893	0.28619982496045016	0.0	37.877085749540775	-9	1.049489181582466	3573955	156656	0.05398422060143665	0.05124462925440251
TERM	49144	49259	26432	0.38245917687882824	1.0	39.45928625786038	-17	4.365435757932561	124835	5931	0.002043843915248192	0.04727752688465238
MET	366847	320699	266402	0.3215697731340377	0.0	38.45566005694231	-6	1.058689317344833	953948	51614	0.017786369894051624	0.041514851907601624
