	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA	148546	142286	139006	0.07884123455340003	0.0	34.55860114740902	-9	1.0388297227794758	429838	138597	0.05014501122317401	0.06029115723671036
ARG	121738	116322	108663	0.11395075091765375	0.0	35.11102522763128	-18	1.0548965811825395	346723	104727	0.03789069453429255	0.06436157031694328
ASN	134752	130496	123164	0.08741064899266253	0.0	34.69305788698598	-6	1.0244820113987176	388412	185128	0.06698013404131228	0.0407871323874692
ASP	162183	158335	156158	0.044594698494483845	0.0	34.02373939531254	-9	1.0473169197758088	476676	164261	0.059430360603258264	0.05641459397293619
CYS	19668	19126	18522	0.06327703459631734	0.0	34.31502547281736	-30	1.0657413056741916	57316	28712	0.010388129340748878	0.0388074468685723
GLN	108907	106606	101686	0.06448925633328449	0.0	34.33396700494012	-6	1.0338178445829929	317199	125308	0.045336991899922	0.049210259360388246
GLU	214951	208896	208657	0.042048491592879364	0.0	33.984132906669366	-9	1.0388367581448796	632504	180817	0.065420395061514	0.06800277882483444
GLY	139021	136494	128334	0.07024716269157517	0.0	34.4240050117742	-18	1.0530998913833163	403849	139120	0.05033423495002033	0.056432863246062795
HIS	44711	44292	41808	0.0546165757356713	0.0	34.17984726055148	-21	1.0382679877435084	130811	57699	0.020875754904982915	0.044073609787452346
ILE	144844	139294	134450	0.0816725801704947	0.0	34.60299865261307	-15	1.0425768412913203	418588	195456	0.07071685039096588	0.041633259176218324
LEU	197135	189653	183765	0.07839246799210117	0.0	34.55156663798105	-24	1.011783802977655	570553	254410	0.09204666987949017	0.04359778829494124
LYS	221935	213376	205664	0.08304923921258499	0.0	34.6245953430321	-12	1.0345326334287066	640975	203886	0.07376686189634736	0.06111619786955799
PHE	82992	80719	78223	0.0625437765415326	0.0	34.30357039523176	-15	1.0401966454598033	241934	119945	0.043396634639736836	0.03921185608093792
PRO	106996	102112	97575	0.09981644942025894	0.0	34.88814182722877	-12	1.123443867060451	306683	123828	0.04480152131534731	0.0481474717805106
SER	177859	172635	167920	0.06284616547009765	0.0	34.30829414329089	-9	1.0289386536526124	518414	246715	0.08926258464415085	0.040849223860049286
THR	131500	125010	122860	0.08547912861850689	0.0	34.66273031605029	-6	1.0595361216730037	379370	168750	0.06105450077498513	0.04370406626036722
TRP	20410	19859	18872	0.07578743141965297	0.0	34.51074550650141	-18	1.0618324350808428	59141	26172	0.009469146040195027	0.043929311320149544
TYR	70545	69287	66185	0.05862103874146953	0.0	34.24231980855949	-27	1.0489474803317032	206017	96861	0.03504474073816791	0.04134821379682284
VAL	142343	136183	134426	0.0731617257060547	0.0	34.46962358821364	-9	1.0323163063866856	412952	148799	0.05383614021224896	0.0539513360668395
TERM	2344	2368	1784	0.19822611020569572	1.0	36.45320197044335	-17	2.92652027027027	6496	5549	0.0020076528877060297	0.022757991679385928
MET	36525	34879	33267	0.10025529610871353	0.0	34.89505211567674	-15	1.0282546201232032	104671	49184	0.017794990021433296	0.04137187181285057
