	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
CYS	4314	5674	3723	0.4977090687108237	1.0	41.38283130333309	-23	1.0	13711	32878	0.012445938451696184	0.036174834343597806
TERM	1458	1935	1079	0.6092100469678334	1.0	43.269230769230774	-17	3.0	4472	5473	0.0020717994143844886	0.07087925727419134
ASP	29295	39751	26640	0.5072398563226244	1.0	41.54317245992099	-8	1.0	95686	155636	0.05891587313304299	0.0533311748256668
SER	33228	44015	28756	0.506099408735734	1.0	41.52397664128907	-20	1.0	105999	236671	0.08959160226599512	0.03885076131775154
GLN	17075	22650	15442	0.4783168889462041	1.0	41.05715373321007	-5	1.0	55167	104342	0.0394985738161349	0.04586305939494021
LYS	43031	56445	36174	0.5112542834645408	1.0	41.61076299299668	-11	1.0	135650	194209	0.07351764890703401	0.06058892643366208
ILE	24522	32729	21603	0.5050206118610121	1.0	41.50582088416567	-5	1.0	78854	172587	0.06533265951587351	0.039633138063679546
PRO	17207	22246	14242	0.5005318081377279	1.0	41.43030077288388	-17	1.0	53695	114313	0.04327308723854084	0.040745629854739236
THR	22579	29158	20031	0.45269971447805324	1.0	40.62813510199532	-29	1.0	71768	153560	0.05813000512934077	0.04054110217653737
PHE	14393	18857	13043	0.45903001208289446	1.0	40.73402026224267	-5	1.0	46293	116584	0.04413277232351566	0.034444444523544775
ALA	26934	35505	24728	0.45891871095237097	1.0	40.73215781201602	-8	1.0	87167	144796	0.05481240051255553	0.052220177773022895
GLY	26600	35651	23255	0.5162043434237498	1.0	41.69415011812036	-8	1.0	85506	131310	0.04970728688156901	0.05648610128652215
HIS	8250	11158	7088	0.5409680817538662	1.0	42.11201690821256	-17	1.0	26496	56221	0.021282410903729277	0.04088128707132245
GLU	41617	54847	37921	0.4637684250867574	1.0	40.81333482159467	-11	1.0	134385	174912	0.06621278625412381	0.06664598657121264
LEU	36136	47253	31486	0.4829132398499987	1.0	41.13427638737758	-5	1.0	114875	252681	0.09565217391304348	0.03943626249790179
ARG	27928	36517	23342	0.5104533499828328	1.0	41.5972752229829	-11	1.0	87787	117385	0.044435990180435446	0.06487246716124667
TRP	4867	6354	4050	0.5111066728545812	1.0	41.60827712657979	-17	1.0	15271	26905	0.010184864469946037	0.049235379763010685
VAL	26688	34928	24544	0.44733882247453416	1.0	40.53853296193129	-8	1.0	86160	147080	0.05567700673628185	0.050815345225019154
ASN	23331	31287	20021	0.5294647780386936	1.0	41.917764171545706	-14	1.0	74639	162146	0.061380228000143845	0.03993028261410407
TYR	11771	15806	10577	0.5003265878765761	1.0	41.426849085285944	-17	1.0	38154	87273	0.03303711863540608	0.037923025809902706
MET	8045	10336	7160	0.4431321587757648	1.0	40.46826670842958	-8	1.0	25541	54703	0.02070777331720714	0.04050135601842395
