	ID	Name	position_from_start	position_from_term	actual_count	downsampled_count
0	transcript:YAL005C_mRNA	SSA1	1316	613	44.0	18.0
1	transcript:YAL003W_mRNA	EFB1	368	253	41.0	18.0
2	transcript:YAL003W_mRNA	EFB1	380	241	51.0	18.0
3	transcript:YBL092W_mRNA	RPL32	339	54	35.0	18.0
4	transcript:YBL072C_mRNA	RPS8A	31	572	49.0	18.0
5	transcript:YBR118W_mRNA	TEF2	911	466	21.0	18.0
6	transcript:YBR121C_mRNA	GRS1	344	1660	25.0	18.0
7	transcript:YDL184C_mRNA	RPL41A	6	72	66.0	18.0
8	transcript:YDL075W_mRNA	RPL31A	82	260	23.0	18.0
9	transcript:YDL075W_mRNA	RPL31A	109	233	25.0	18.0
10	transcript:YDL007W_mRNA	RPT2	1108	206	33.0	18.0
11	transcript:YDR002W_mRNA	YRB1	14	592	30.0	18.0
12	transcript:YDR064W_mRNA	RPS13	297	159	27.0	18.0
13	transcript:YDR158W_mRNA	HOM2	328	770	41.0	18.0
14	transcript:YDR225W_mRNA	HTA1	195	204	19.0	18.0
15	transcript:YDR245W_mRNA	MNN10	884	298	48.0	18.0
16	transcript:YIL148W_mRNA	RPL40A	330	57	20.0	18.0
17	transcript:YIL091C_mRNA	UTP25	1931	235	50.0	18.0
18	transcript:YIL091C_mRNA	UTP25	1994	172	31.0	18.0
19	transcript:YEL026W_mRNA	SNU13	252	129	112.0	18.0
20	transcript:YEL003W_mRNA	GIM4	287	49	49.0	18.0
21	transcript:YER102W_mRNA	RPS8B	266	337	22.0	18.0
22	transcript:YFL038C_mRNA	YPT1	298	323	43.0	18.0
23	transcript:YFR031C-A_mRNA	RPL2A	613	152	21.0	18.0
24	transcript:YFR032C-B_mRNA		180	84	19.0	18.0
25	transcript:YGL189C_mRNA	RPS26A	30	330	21.0	18.0
26	transcript:YGL135W_mRNA	RPL1B	190	464	29.0	18.0
27	transcript:YGL056C_mRNA	SDS23	1163	421	20.0	18.0
28	transcript:YGR085C_mRNA	RPL11B	386	139	26.0	18.0
29	transcript:YGR175C_mRNA	ERG1	1369	122	25.0	18.0
30	transcript:YGR253C_mRNA	PUP2	389	394	49.0	18.0
31	transcript:YGR280C_mRNA	PXR1	435	381	21.0	18.0
32	transcript:YGR280C_mRNA	PXR1	436	380	81.0	18.0
33	transcript:YJR145C_mRNA	RPS4A	709	77	29.0	18.0
34	transcript:YKL152C_mRNA	GPM1	497	247	28.0	18.0
35	transcript:YKL010C_mRNA	UFD4	281	4171	23.0	18.0
36	transcript:YKR048C_mRNA	NAP1	527	727	31.0	18.0
37	transcript:YLL024C_mRNA	SSA2	4	1916	112.0	18.0
38	transcript:YLL018C_mRNA	DPS1	1546	128	23.0	18.0
39	transcript:YLR061W_mRNA	RPL22A	256	110	36.0	18.0
40	transcript:YLR075W_mRNA	RPL10	134	532	91.0	18.0
41	transcript:YLR110C_mRNA	CCW12	112	290	20.0	18.0
42	transcript:YLR150W_mRNA	STM1	15	807	87.0	18.0
43	transcript:YLR167W_mRNA	RPS31	235	224	32.0	18.0
44	transcript:YLR180W_mRNA	SAM1	1054	95	20.0	18.0
45	transcript:YLR192C_mRNA	HCR1	544	254	31.0	18.0
46	transcript:YLR197W_mRNA	NOP56	1174	341	23.0	18.0
47	transcript:YLR197W_mRNA	NOP56	1175	340	37.0	18.0
48	transcript:YLR249W_mRNA	YEF3	2660	475	21.0	18.0
49	transcript:YLR249W_mRNA	YEF3	3078	57	51.0	18.0
50	transcript:YLR276C_mRNA	DBP9	1507	278	26.0	18.0
51	transcript:YLR388W_mRNA	RPS29A	126	45	31.0	18.0
52	transcript:YML074C_mRNA	FPR3	527	709	29.0	18.0
53	transcript:YML074C_mRNA	FPR3	671	565	23.0	18.0
54	transcript:YML073C_mRNA	RPL6A	311	220	20.0	18.0
55	transcript:YMR186W_mRNA	HSC82	578	1540	21.0	18.0
56	transcript:YMR205C_mRNA	PFK2	1765	1115	36.0	18.0
57	transcript:YMR229C_mRNA	RRP5	4097	1093	29.0	18.0
58	transcript:YNL178W_mRNA	RPS3	316	407	41.0	18.0
59	transcript:YNL178W_mRNA	RPS3	570	153	52.0	18.0
60	transcript:YNL016W_mRNA	PUB1	1298	64	40.0	18.0
61	transcript:YOL120C_mRNA	RPL18A	390	171	32.0	18.0
62	transcript:YOR004W_mRNA	UTP23	610	155	27.0	18.0
63	transcript:YOR020C_mRNA	HSP10	251	70	21.0	18.0
64	transcript:YOR167C_mRNA	RPS28A	40	164	19.0	18.0
65	transcript:YOR167C_mRNA	RPS28A	133	71	46.0	18.0
66	transcript:YOR187W_mRNA	TUF1	536	778	23.0	18.0
67	transcript:YPL240C_mRNA	HSP82	560	1570	21.0	18.0
68	transcript:YPR062W_mRNA	FCY1	7	470	22.0	18.0
69	transcript:YPR062W_mRNA	FCY1	8	469	33.0	18.0
70	transcript:YPR088C_mRNA	SRP54	1048	578	35.0	18.0
71	transcript:YPR102C_mRNA	RPL11A	19	506	67.0	18.0
72	transcript:YPR102C_mRNA	RPL11A	161	364	91.0	18.0
73	transcript:YPR102C_mRNA	RPL11A	168	357	22.0	18.0
74	transcript:YPR102C_mRNA	RPL11A	169	356	34.0	18.0
75	transcript:YPR102C_mRNA	RPL11A	170	355	27.0	18.0
76	transcript:YPR102C_mRNA	RPL11A	200	325	29.0	18.0
77	transcript:YPR102C_mRNA	RPL11A	206	319	20.0	18.0
78	transcript:YPR102C_mRNA	RPL11A	210	315	23.0	18.0
79	transcript:YPR102C_mRNA	RPL11A	216	309	35.0	18.0
80	transcript:YPR102C_mRNA	RPL11A	217	308	23.0	18.0
81	transcript:YPR102C_mRNA	RPL11A	233	292	154.0	18.0
82	transcript:YPR102C_mRNA	RPL11A	238	287	19.0	18.0
83	transcript:YPR102C_mRNA	RPL11A	253	272	37.0	18.0
84	transcript:YPR102C_mRNA	RPL11A	263	262	43.0	18.0
85	transcript:YPR102C_mRNA	RPL11A	386	139	27.0	18.0
86	transcript:YPR163C_mRNA	TIF3	398	913	20.0	18.0
87	transcript:YPR187W_mRNA	RPO26	38	430	25.0	18.0
88	transcript:YAL003W_mRNA	EFB1	-21	642	72.0	18.0
89	transcript:YBR048W_mRNA	RPS11B	-28	499	22.0	18.0
90	transcript:YBR048W_mRNA	RPS11B	493	-22	36.0	18.0
