	ID	Name	position_from_start	position_from_term	actual_count	downsampled_count
0	rna-XM_713957.1	XM_713957.1	0	1203	25.0	19.0
1	rna-XM_713957.1	XM_713957.1	55	1148	46.0	19.0
2	rna-XM_713957.1	XM_713957.1	94	1109	40.0	19.0
3	rna-XM_713954.1	XM_713954.1	91	512	57.0	19.0
4	rna-XM_019475067.1	XM_019475067.1	412	377	20.0	19.0
5	rna-XM_019475068.1	XM_019475068.1	1861	1199	24.0	19.0
6	rna-XM_707863.2	XM_707863.2	308	3517	28.0	19.0
7	rna-XM_716341.2	XM_716341.2	147	516	201.0	19.0
8	rna-XM_716397.1	XM_716397.1	141	180	23.0	19.0
9	rna-XM_716397.1	XM_716397.1	163	158	20.0	19.0
10	rna-XM_716399.1	XM_716399.1	428	181	46.0	19.0
11	rna-XM_716399.1	XM_716399.1	517	92	23.0	19.0
12	rna-XM_716399.1	XM_716399.1	522	87	76.0	19.0
13	rna-XM_716427.1	XM_716427.1	292	641	30.0	19.0
14	rna-XM_716442.2	XM_716442.2	582	1308	34.0	19.0
15	rna-XM_716442.2	XM_716442.2	626	1264	26.0	19.0
16	rna-XM_708542.1	XM_708542.1	178	1103	469.0	19.0
17	rna-XM_708542.1	XM_708542.1	245	1036	21.0	19.0
18	rna-XM_708542.1	XM_708542.1	338	943	23.0	19.0
19	rna-XM_708542.1	XM_708542.1	344	937	22.0	19.0
20	rna-XM_708542.1	XM_708542.1	527	754	58.0	19.0
21	rna-XM_708542.1	XM_708542.1	534	747	22.0	19.0
22	rna-XM_708542.1	XM_708542.1	566	715	26.0	19.0
23	rna-XM_708553.2	XM_708553.2	798	690	24.0	19.0
24	rna-XM_708576.2	XM_708576.2	239	1699	29.0	19.0
25	rna-XM_708576.2	XM_708576.2	629	1309	27.0	19.0
26	rna-XM_705770.2	XM_705770.2	2174	1918	20.0	19.0
27	rna-XM_705773.2	XM_705773.2	1364	601	34.0	19.0
28	rna-XM_713748.2	XM_713748.2	57	381	20.0	19.0
29	rna-XM_713748.2	XM_713748.2	195	243	22.0	19.0
30	rna-XM_713748.2	XM_713748.2	299	139	25.0	19.0
31	rna-XM_019475120.1	XM_019475120.1	185	184	22.0	19.0
32	rna-XM_712555.2	XM_712555.2	1877	157	34.0	19.0
33	rna-XM_718339.2	XM_718339.2	1217	412	30.0	19.0
34	rna-XM_718406.2	XM_718406.2	1324	269	21.0	19.0
35	rna-XM_718485.1	XM_718485.1	389	334	27.0	19.0
36	rna-XM_718495.2	XM_718495.2	125	2182	24.0	19.0
37	rna-XM_706117.2	XM_706117.2	753	774	79.0	19.0
38	rna-XM_019475147.1	XM_019475147.1	263	151	203.0	19.0
39	rna-XM_708702.2	XM_708702.2	687	390	21.0	19.0
40	rna-XM_708702.2	XM_708702.2	776	301	91.0	19.0
41	rna-XM_019475158.1	XM_019475158.1	1637	2254	20.0	19.0
42	rna-XM_019475165.1	XM_019475165.1	323	88	49.0	19.0
43	rna-XM_705694.2	XM_705694.2	169	1754	20.0	19.0
44	rna-XM_706488.2	XM_706488.2	3464	937	24.0	19.0
45	rna-XM_706471.2	XM_706471.2	1748	1045	27.0	19.0
46	rna-XM_706471.2	XM_706471.2	2310	483	29.0	19.0
47	rna-XM_019475180.1	XM_019475180.1	2537	439	44.0	19.0
48	rna-XM_709943.1	XM_709943.1	32	808	22.0	19.0
49	rna-XM_709943.1	XM_709943.1	44	796	28.0	19.0
50	rna-XM_709943.1	XM_709943.1	51	789	609.0	19.0
51	rna-XM_709943.1	XM_709943.1	86	754	24.0	19.0
52	rna-XM_717427.1	XM_717427.1	13	347	167.0	19.0
53	rna-XM_717427.1	XM_717427.1	73	287	136.0	19.0
54	rna-XM_717427.1	XM_717427.1	84	276	26.0	19.0
55	rna-XM_717427.1	XM_717427.1	108	252	54.0	19.0
56	rna-XM_717427.1	XM_717427.1	112	248	25.0	19.0
57	rna-XM_717527.2	XM_717527.2	104	5065	33.0	19.0
58	rna-XM_717527.2	XM_717527.2	221	4948	47.0	19.0
59	rna-XM_717527.2	XM_717527.2	239	4930	110.0	19.0
60	rna-XM_717527.2	XM_717527.2	3887	1282	38.0	19.0
61	rna-XM_019475213.1	XM_019475213.1	168	2361	21.0	19.0
62	rna-XM_019475213.1	XM_019475213.1	587	1942	26.0	19.0
63	rna-XM_710225.2	XM_710225.2	6542	3319	28.0	19.0
64	rna-XM_715872.2	XM_715872.2	59	2032	52.0	19.0
65	rna-XM_019475216.1	XM_019475216.1	94	389	23.0	19.0
66	rna-XM_019475220.1	XM_019475220.1	72	228	22.0	19.0
67	rna-XM_019475220.1	XM_019475220.1	74	226	22.0	19.0
68	rna-XM_715844.1	XM_715844.1	212	1867	45.0	19.0
69	rna-XM_715844.1	XM_715844.1	1134	945	23.0	19.0
70	rna-XM_715844.1	XM_715844.1	1170	909	50.0	19.0
71	rna-XM_715844.1	XM_715844.1	1284	795	26.0	19.0
72	rna-XM_715844.1	XM_715844.1	1290	789	38.0	19.0
73	rna-XM_707823.1	XM_707823.1	42	516	26.0	19.0
74	rna-XM_707823.1	XM_707823.1	137	421	20.0	19.0
75	rna-XM_707823.1	XM_707823.1	186	372	23.0	19.0
