	count	period	signal
0	221		
1	12	13.5	10.526292826675006
2	1152		
3	1256		
4	366	430.0	126.5353915370604
5	170		
6	55		
7	180		
8	244		
9	80	5.068965517241379	30.757215128966752
10	258		
11	561		
12	465		
13	4123		
14	16	2.3786764705882355	11.479373378259947
15	3508		
16	0		
17	8	3.786206896551724	7.145692302487088
18	665		
19	238		
20	251		
21	172	367.0	162.06717235438904
22	0		
23	2	6.655384615384615	1.9999978885135943
24	67		
25	113		
26	53	2.5	19.025479940553748
27	1374		
28	108	3.4854368932038833	44.892405997764
29	38	11.115107913669064	15.627908663718415
30	3	3.6	2.9818456879753388
31	239		
32	260		
33	285		
34	37		
35	51	20.57894736842105	20.08943563281098
36	106		
37	1328		
38	121		
39	139	3.0	69.62510946037928
40	70		
41	1256		
42	52		
43	322		
44	49		
45	133	290.0	67.20452758705824
46	109		
47	236		
48	58	422.4	25.093688872199564
49	851		
50	625		
51	28		
52	863		
53	246	1202.25	89.96910631250863
54	180	329.0	32.819732811306395
55	57		
56	2	2.001027749229188	2.0
57	1020	1368.0	420.2188232212338
58	779		
59	81		
60	49	6.065217391304348	19.782926607969017
61	3	2.694090382387022	2.9997734098732525
62	80	2.9455040871934606	26.564231820596344
63	160	12.886363636363637	56.05459408405903
64	147		
65	73		
66	102		
67	1331		
68	25	11.635135135135135	13.305634570549268
69	24	4.871287128712871	12.995264468813222
70	0		
71	147		
72	422		
73	33		
74	75		
75	16		
76	596		
77	6	3.9665271966527196	5.778362475899776
78	48	2.045918367346939	18.420961630448144
79	329		
80	55	10.264044943820224	20.596658633289223
81	79	588.0	25.90289265484514
82	299		
83	127	2.051282051282051	28.888178436668
84	258		
85	2057		
86	103	2.10989010989011	37.254587680067154
87	514	540.75	178.98607092897302
88	1489		
89	81		
90	81		
91	499		
92	175		
93	255		
94	374		
95	50		
96	126	103.63636363636364	38.63127296973764
97	642		
98	395		
99	159		
100	37	3.0	16.841560464069055
101	1351		
102	539	577.0	281.687114411185
103	511	481.8	153.16980699251917
104	46	12.387096774193548	17.573316758308728
105	155		
106	462		
107	69		
108	1	3.842504743833017	1.0000000000000004
109	74		
110	28	193.0909090909091	15.035737099358446
111	57		
112	2	5.184782608695652	1.9999891329028199
113	13	2.156896551724138	8.957984952265335
114	216		
115	1	2.605577689243028	1.0000000000000007
116	103		
117	13	2.0036496350364965	9.0
118	87	2.3982558139534884	24.02798179019084
119	184		
120	1119		
121	123		
122	12	7.216216216216216	8.74128023826589
123	2562		
124	403		
125	1047		
126	101		
127	222	675.0	68.49602684689947
128	57		
129	226		
130	0		
131	277		
132	130		
133	277		
134	3133		
135	592		
136	10	8.010204081632653	7.506496106450162
137	87		
138	811		
139	54	7.922779922779923	19.980524644997647
140	192	251.57142857142858	60.88280105675047
141	1120		
142	131		
143	173		
144	2079		
145	419		
146	1	4.873303167420814	1.0000000000000009
147	4	5.911330049261084	3.9703975380320067
148	107		
149	1510	247.5	875.0572819109962
150	104	528.0	30.24315119484286
151	191		
152	185	51.0	50.07154605974184
153	242		
154	1497		
155	378		
156	9	2.8141304347826086	8.04082104068059
157	27	2.01244019138756	15.615082258239312
158	33	13.431034482758621	14.448977931333456
159	10	3.0904872389791183	7.767690242967916
160	75		
161	1378		
162	589		
163	19	3.0966010733452594	11.339714552807363
164	178		
165	19	6.142857142857143	9.252988388666298
166	8	11.63076923076923	6.238714888122784
167	185		
168	367		
169	226		
170	59	17.32191780821918	21.806935075683135
171	191		
172	96	61.392857142857146	28.88093673491154
173	215		
174	1369		
175	7	2.562992125984252	6.61580951804664
176	131		
177	20	7.047169811320755	10.13919072619728
178	0		
179	89		
180	0		
181	25		
182	51		
183	28		
184	25	5.286885245901639	14.025175640004298
185	126		
186	179		
187	253		
188	0		
189	27	111.75	15.205186520893935
190	108		
191	32	13.669172932330827	18.190615892037997
192	15	5.819620253164557	11.302948389581125
193	418		
194	44	2.39917695473251	15.73948062884444
195	20	2.1269083969465647	11.961627508958308
196	21	2.95	10.367329970656087
197	0		
198	24	4.065671641791044	13.656118364544774
199	159		
200	5	2.575682382133995	4.932676247955152
201	1724		
202	16	242.4	10.477617616623794
203	960		
204	511	943.0	243.32880571618782
205	55	6.917910447761194	26.52192847228776
206	134	3.3609022556390977	33.18972084000568
207	3	3.673469387755102	2.9998530621682575
208	328		
209	77		
210	44		
211	39	10.5	17.88395088319674
212	73		
213	645	195.0	193.71769228757108
214	691		
215	13		
216	556		
217	16	5.056603773584905	9.301209291659601
218	294		
219	158	512.0	56.99186583835558
220	103		
221	3120	1473.75	1031.5549540028956
222	700		
223	125		
224	593		
225	3789		
226	57	4.2	31.699207026170875
227	318		
228	179		
229	76		
230	106		
231	0		
232	266		
233	0		
234	0		
235	43	2.6799007444168734	17.047559763295848
236	64	3.561797752808989	35.66855175661073
237	442	1143.75	125.15500155116412
238	73	2.4261363636363638	21.6093412724081
239	13		
240	101	2.5425531914893615	32.16082903881764
241	109		
242	132		
243	0		
244	18	3.446969696969697	11.589628494889533
245	0		
246	28		
247	420		
248	128		
249	9	10.083333333333334	7.582102154556769
250	138		
251	252	2.4264292408622308	47.974377733621466
252	145	209.0	58.7758152977589
253	72		
254	171		
255	540		
256	7	2.0992167101827675	5.825874758351107
257	282		
258	309		
259	166	657.0	83.7458355668935
260	43		
261	120	747.0	42.584674075790005
262	297		
263	62		
264	275		
265	69	144.0	29.084304634064157
266	307		
267	127		
268	139	13.6875	57.25026479296024
269	29	2.2098591549295774	12.96770634754534
270	60	6.315789473684211	19.905443148749704
271	7	11.816326530612244	5.828264453033372
272	163		
273	29	8.89090909090909	15.14627320754889
274	30	11.284403669724771	12.936705962468501
275	88	2.1171548117154813	32.33360535690251
276	21	6.54	12.283320940244527
277	945		
278	3534		
279	1376		
280	28		
281	108		
282	782		
283	465		
284	344		
285	1826		
286	583		
287	692	183.0	159.2458003860312
288	253		
289	418		
290	23	2.0483383685800605	12.582057014761977
291	77	2.929054054054054	26.434031700757505
292	117		
293	27		
294	24	3.63481228668942	13.280580374427048
295	1956		
296	107	4.780590717299578	29.69777876765717
297	813		
298	1090		
299	220		
300	32	2.508	17.251978382749712
301	171		
302	141		
303	2	2.9274725274725273	1.9999944288682023
304	482		
305	823		
306	233		
307	106		
308	15	5.570032573289902	8.731651706665765
309	48	2.9800332778702163	19.91417301913784
310	257		
311	880		
312	2501		
313	7936		
314	272	573.6	64.00921561654154
315	55	24.65	19.578709831593443
316	106		
317	631		
318	40	3.0	14.461063017259626
319	87	2.9197860962566846	27.80690714922211
320	238	957.75	67.84251860688207
321	188		
322	1	4.837837837837838	1.0000000000000004
323	137	1026.0	62.23803671207097
324	71		
325	197		
326	65		
327	797		
328	81	474.75	28.04238690375076
329	55		
330	75	3.0728971962616822	25.898842663110006
331	179		
332	0		
333	67	257.25	20.846534946256693
334	15		
335	428		
336	150	1247.0	77.92157144780134
337	144		
338	383	70.8	125.68973251118227
339	10	3.6147540983606556	6.359874275579161
340	94		
341	436		
342	82		
343	1134		
344	78		
345	118	25.6125	32.373915134572755
346	98		
347	23	3.12448132780083	13.31437507169968
348	189	663.0	94.26888519206423
349	223		
350	248	1141.0	82.0159362454725
351	9668		
352	127		
353	59		
354	46	2.4596622889305815	19.667780068966394
355	83		
356	291	94.2	58.20792346013609
357	691		
358	11	4.053533190578158	8.560258081448197
359	0		
360	1	6.391959798994975	1.0000000000000002
361	10	6.45945945945946	7.595495132883511
362	2765		
363	69		
364	277		
365	322		
366	7	23.15625	6.071898573180366
367	439		
368	71		
369	64		
370	197		
371	14	24.72	8.920138677583962
372	10		
373	36	3.1784232365145226	15.454291211152047
374	1427		
375	0		
376	9	246.0	8.6588876809197
377	50	2.04375	20.639469346078005
378	69		
379	364		
