	F0	F1	F2	FPI	F	F_perc	peak_pos	peak_scale	usage	genome_usage_abs	genome_usage_fraction	usage_normalized
ALA_GCT	206585	205520	178436	0.10579451220647267	0.0	34.98232976203177	-9	1.0690127550402981	590541	59971	0.021368745639558706	0.02576221477454289
ALA_GCC	78036	77280	65553	0.1278823979614816	0.0	35.331350257392394	-9	1.0747731816084884	220869	28387	0.010114798527123993	0.02035587143018537
ALA_GCA	97592	92521	75915	0.21263427430230486	0.0	36.684860240275455	-9	1.0684687269448316	266028	45826	0.016328627798076024	0.015187623787881096
ALA_GCG	13205	12454	10636	0.19381612839297757	0.0	36.38242182118749	-18	1.4367285119273003	36295	6687	0.0023826983390593634	0.014200051176963352
ARG_CGT	44594	45513	36542	0.16593650550296124	1.0	35.936327961531475	-11	1.056357524223848	126649	17183	0.0061226118678117305	0.019283115696147626
ARG_CGG	6519	6153	4651	0.271157035393472	0.0	37.632049875887546	-18	1.4427059364933272	17323	3471	0.0012367797121093241	0.013056985558163177
ARG_CGC	4581	4707	3601	0.20235431580120752	1.0	36.51951276282101	-5	1.1338432122370936	12889	2468	0.0008793927771494704	0.013663076512609977
ARG_CGA	26890	26150	19864	0.22499687974486968	0.0	36.88412158454955	-18	1.2591297880252883	72904	14777	0.005265310805485301	0.012907422199606049
ARG_AGA	211636	211250	178385	0.11946177847702016	0.0	35.19810534684027	-12	1.0340159519174432	601271	59527	0.021210540455987248	0.026425955177940098
ARG_AGG	17728	16577	13498	0.2374650490983871	0.0	37.08553856452524	-18	1.1153542418772564	47803	8724	0.0031085180663905916	0.014335535742029039
ASN_AAT	260782	258773	210063	0.15376094095372547	0.0	35.74226513052036	-15	1.048979607488247	729618	136048	0.04847634868137405	0.014030650610006131
ASN_AAC	121220	119958	102844	0.12186556445533703	0.0	35.236118620320795	-6	1.01723312984656	344022	51840	0.01847152413591108	0.017361836238055803
ASP_GAT	343661	343395	291738	0.11392740728315663	0.0	35.110656583509915	-9	1.0551386395313986	978794	129279	0.046064432267871304	0.019807868602986372
ASP_GAC	103478	104737	90559	0.1104394077734023	1.0	35.05559386024219	-8	1.0430984274898079	298774	37353	0.013309545544920651	0.020926266203371395
CYS_TGT	44561	45550	37471	0.1512642511794798	1.0	35.70252856986095	-5	1.0509549945115257	127582	24328	0.00866850384217679	0.013720104867899641
CYS_TGC	5892	5855	4722	0.15589884781341593	0.0	35.776307001032244	-18	1.185336048879837	16469	4937	0.0017591418722799576	0.008727272455794697
GLN_CAA	267641	268428	228723	0.1131366840726756	1.0	35.09817048295484	-5	1.0595690464482095	764792	105272	0.03751030649760091	0.019006620113969523
GLN_CAG	41935	42024	34632	0.13449075795743806	1.0	35.43607862316702	-5	1.063749286122216	118591	21753	0.007750985041058521	0.014262872613490633
GLU_GAA	492010	488525	428100	0.10235600407069965	0.0	34.92813965292642	-24	1.0189548992906647	1408635	145645	0.05189593234519231	0.025303309472551216
GLU_GAG	103356	103346	85095	0.1335092491230106	0.0	35.420514947035095	-18	1.0576454197143852	291797	37549	0.013379383869199945	0.020330912870660404
GLY_GGT	208094	214393	177481	0.15324628930088816	1.0	35.73407248386581	-14	1.0579543175383526	599968	67172	0.02393459142086071	0.02336760700704802
GLY_GGC	24237	24482	19132	0.17505724245571214	1.0	36.08200321292243	-17	1.1381423086349154	67851	12262	0.0043691710832280415	0.014476693279059575
GLY_GGA	85204	84937	67973	0.1563103070583047	0.0	35.782860310607525	-18	1.089772780620628	238114	40808	0.014540624169333707	0.015265606104706257
GLY_GGG	37688	37748	30402	0.14895727504907222	1.0	35.665828908331605	-17	1.071235562148988	105838	21197	0.007552872243613179	0.013062961795913685
HIS_CAT	82423	83049	67569	0.14714914685870645	1.0	35.637076737569785	-14	1.0359065130224325	233041	43798	0.015606014932573948	0.013920424782970406
HIS_CAC	39355	39830	33930	0.12033754246371148	1.0	35.211952437784554	-5	1.0638212402711524	113115	14859	0.005294528879928679	0.019916134437752316
ILE_ATT	229142	229520	193133	0.12043703560794651	1.0	35.21352572511296	-11	1.0587704775182991	651795	111884	0.039866280988084014	0.015241140691328264
ILE_ATC	79287	79483	67730	0.11273524399552837	1.0	35.091832229580575	-26	1.0258797478706139	226500	36103	0.012864148068649647	0.01641342998916298
ILE_ATA	80618	77503	64172	0.18658869540675427	0.0	36.26654910411034	-15	1.067032176437024	222293	50583	0.01802363243377296	0.011497293972933613
LEU_TTA	225536	221915	189119	0.13409999847785406	0.0	35.429882023972226	-9	1.040840486662883	636570	109506	0.039018956829226056	0.01520837049982153
LEU_TTG	229722	226861	194933	0.12335045423935219	0.0	35.25960989446153	-15	1.0159192415180087	651516	96188	0.03427351395804427	0.017720608178168687
LEU_CTT	44367	43674	36381	0.1484954925092818	0.0	35.658484833871825	-12	1.0702549191967003	124422	28322	0.010091637858357901	0.011493378037461716
