	ID	Name	position_from_start	position_from_term	actual_count	downsampled_count
0	transcript:YAL044C_mRNA	GCV3	419	94	45.0	24.0
1	transcript:YAL042W_mRNA	ERV46	342	906	38.0	24.0
2	transcript:YAL042W_mRNA	ERV46	458	790	44.0	24.0
3	transcript:YAL038W_mRNA	CDC19	4	1499	43.0	24.0
4	transcript:YAL038W_mRNA	CDC19	25	1478	25.0	24.0
5	transcript:YAL038W_mRNA	CDC19	31	1472	27.0	24.0
6	transcript:YAL038W_mRNA	CDC19	46	1457	41.0	24.0
7	transcript:YAL038W_mRNA	CDC19	49	1454	46.0	24.0
8	transcript:YAL038W_mRNA	CDC19	52	1451	28.0	24.0
9	transcript:YAL038W_mRNA	CDC19	61	1442	41.0	24.0
10	transcript:YAL038W_mRNA	CDC19	721	782	73.0	24.0
11	transcript:YAL038W_mRNA	CDC19	974	529	48.0	24.0
12	transcript:YAL038W_mRNA	CDC19	980	523	54.0	24.0
13	transcript:YAL038W_mRNA	CDC19	1423	80	183.0	24.0
14	transcript:YAL036C_mRNA	RBG1	928	182	32.0	24.0
15	transcript:YAL036C_mRNA	RBG1	943	167	36.0	24.0
16	transcript:YAL036C_mRNA	RBG1	1018	92	37.0	24.0
17	transcript:YAL036C_mRNA	RBG1	1036	74	35.0	24.0
18	transcript:YAL036C_mRNA	RBG1	1039	71	80.0	24.0
19	transcript:YAL036C_mRNA	RBG1	1042	68	100.0	24.0
20	transcript:YAL035W_mRNA	FUN12	4	3005	25.0	24.0
21	transcript:YAL035W_mRNA	FUN12	7	3002	28.0	24.0
22	transcript:YAL035W_mRNA	FUN12	25	2984	85.0	24.0
23	transcript:YAL035W_mRNA	FUN12	28	2981	35.0	24.0
24	transcript:YAL035W_mRNA	FUN12	40	2969	33.0	24.0
25	transcript:YAL035W_mRNA	FUN12	43	2966	26.0	24.0
26	transcript:YAL035W_mRNA	FUN12	46	2963	35.0	24.0
27	transcript:YAL035W_mRNA	FUN12	49	2960	47.0	24.0
28	transcript:YAL035W_mRNA	FUN12	52	2957	31.0	24.0
29	transcript:YAL035W_mRNA	FUN12	70	2939	43.0	24.0
30	transcript:YAL035W_mRNA	FUN12	79	2930	27.0	24.0
31	transcript:YAL035W_mRNA	FUN12	128	2881	29.0	24.0
32	transcript:YAL035W_mRNA	FUN12	545	2464	27.0	24.0
33	transcript:YAL035W_mRNA	FUN12	581	2428	25.0	24.0
34	transcript:YAL035W_mRNA	FUN12	588	2421	26.0	24.0
35	transcript:YAL035W_mRNA	FUN12	628	2381	28.0	24.0
36	transcript:YAL035W_mRNA	FUN12	634	2375	56.0	24.0
37	transcript:YAL035W_mRNA	FUN12	652	2357	26.0	24.0
38	transcript:YAL035W_mRNA	FUN12	685	2324	43.0	24.0
39	transcript:YAL035W_mRNA	FUN12	738	2271	25.0	24.0
40	transcript:YAL035W_mRNA	FUN12	739	2270	49.0	24.0
41	transcript:YAL035W_mRNA	FUN12	753	2256	26.0	24.0
42	transcript:YAL035W_mRNA	FUN12	812	2197	32.0	24.0
43	transcript:YAL035W_mRNA	FUN12	823	2186	39.0	24.0
44	transcript:YAL035W_mRNA	FUN12	826	2183	29.0	24.0
45	transcript:YAL035W_mRNA	FUN12	834	2175	25.0	24.0
46	transcript:YAL035W_mRNA	FUN12	835	2174	29.0	24.0
47	transcript:YAL035W_mRNA	FUN12	837	2172	39.0	24.0
48	transcript:YAL035W_mRNA	FUN12	838	2171	26.0	24.0
49	transcript:YAL035W_mRNA	FUN12	839	2170	141.0	24.0
50	transcript:YAL035W_mRNA	FUN12	840	2169	25.0	24.0
51	transcript:YAL035W_mRNA	FUN12	841	2168	49.0	24.0
52	transcript:YAL035W_mRNA	FUN12	850	2159	53.0	24.0
53	transcript:YAL035W_mRNA	FUN12	853	2156	55.0	24.0
54	transcript:YAL035W_mRNA	FUN12	859	2150	25.0	24.0
55	transcript:YAL035W_mRNA	FUN12	864	2145	27.0	24.0
56	transcript:YAL035W_mRNA	FUN12	865	2144	40.0	24.0
57	transcript:YAL035W_mRNA	FUN12	874	2135	55.0	24.0
58	transcript:YAL035W_mRNA	FUN12	880	2129	82.0	24.0
59	transcript:YAL035W_mRNA	FUN12	883	2126	26.0	24.0
60	transcript:YAL035W_mRNA	FUN12	885	2124	25.0	24.0
61	transcript:YAL035W_mRNA	FUN12	886	2123	60.0	24.0
62	transcript:YAL035W_mRNA	FUN12	887	2122	25.0	24.0
63	transcript:YAL035W_mRNA	FUN12	888	2121	37.0	24.0
64	transcript:YAL035W_mRNA	FUN12	889	2120	62.0	24.0
65	transcript:YAL035W_mRNA	FUN12	892	2117	70.0	24.0
66	transcript:YAL035W_mRNA	FUN12	893	2116	32.0	24.0
67	transcript:YAL035W_mRNA	FUN12	894	2115	46.0	24.0
68	transcript:YAL035W_mRNA	FUN12	895	2114	170.0	24.0
69	transcript:YAL035W_mRNA	FUN12	896	2113	26.0	24.0
70	transcript:YAL035W_mRNA	FUN12	897	2112	90.0	24.0
71	transcript:YAL035W_mRNA	FUN12	898	2111	50.0	24.0
72	transcript:YAL035W_mRNA	FUN12	899	2110	34.0	24.0
73	transcript:YAL035W_mRNA	FUN12	900	2109	35.0	24.0
74	transcript:YAL035W_mRNA	FUN12	901	2108	55.0	24.0
75	transcript:YAL035W_mRNA	FUN12	902	2107	27.0	24.0
76	transcript:YAL035W_mRNA	FUN12	903	2106	27.0	24.0
77	transcript:YAL035W_mRNA	FUN12	904	2105	43.0	24.0
78	transcript:YAL035W_mRNA	FUN12	905	2104	45.0	24.0
79	transcript:YAL035W_mRNA	FUN12	906	2103	35.0	24.0
80	transcript:YAL035W_mRNA	FUN12	907	2102	76.0	24.0
81	transcript:YAL035W_mRNA	FUN12	909	2100	46.0	24.0
82	transcript:YAL035W_mRNA	FUN12	910	2099	153.0	24.0
83	transcript:YAL035W_mRNA	FUN12	911	2098	52.0	24.0
84	transcript:YAL035W_mRNA	FUN12	913	2096	32.0	24.0
85	transcript:YAL035W_mRNA	FUN12	920	2089	62.0	24.0
86	transcript:YAL035W_mRNA	FUN12	922	2087	28.0	24.0
87	transcript:YAL035W_mRNA	FUN12	925	2084	45.0	24.0
88	transcript:YAL035W_mRNA	FUN12	931	2078	41.0	24.0
89	transcript:YAL035W_mRNA	FUN12	932	2077	83.0	24.0
90	transcript:YAL035W_mRNA	FUN12	937	2072	26.0	24.0
91	transcript:YAL035W_mRNA	FUN12	946	2063	31.0	24.0
92	transcript:YAL035W_mRNA	FUN12	949	2060	29.0	24.0
93	transcript:YAL035W_mRNA	FUN12	953	2056	27.0	24.0
94	transcript:YAL035W_mRNA	FUN12	954	2055	28.0	24.0
95	transcript:YAL035W_mRNA	FUN12	956	2053	129.0	24.0
96	transcript:YAL035W_mRNA	FUN12	957	2052	25.0	24.0
97	transcript:YAL035W_mRNA	FUN12	958	2051	34.0	24.0
98	transcript:YAL035W_mRNA	FUN12	972	2037	46.0	24.0
