	F0	F1	F2
0	266	320	314
1	2	0	3
2	211	177	140
3	693	806	668
4	190	187	147
5	466	421	410
6	68	57	57
7	121	170	98
8	133	168	111
9	37	29	47
10	372	329	238
11	712	574	459
12	888	639	438
13	1661	2252	1567
14	40	33	31
15	1866	1806	1533
16	0	0	2
17	4	4	4
18	1060	1004	842
19	105	130	99
20	196	171	101
21	35	35	36
22	0	0	0
23	42	41	43
24	30	30	24
25	139	126	80
26	46	44	41
27	1441	934	850
28	55	92	75
29	22	23	17
30	10	5	0
31	169	157	118
32	404	326	305
33	142	148	152
34	12	14	14
35	138	175	95
36	265	176	138
37	1873	1365	1181
38	109	99	70
39	64	50	39
40	123	86	70
41	1320	1207	1119
42	16	14	18
43	273	355	282
44	66	71	48
45	159	125	119
46	328	217	173
47	184	167	93
48	65	39	31
49	171	189	105
50	664	440	333
51	83	55	35
52	919	888	638
53	183	189	117
54	274	267	182
55	93	85	54
56	12	14	6
57	818	721	525
58	773	818	742
59	158	166	72
60	40	53	38
61	17	13	17
62	218	170	129
63	192	219	140
64	98	86	65
65	129	105	81
66	61	58	46
67	1505	1140	877
68	116	111	92
69	14	26	9
70	4	4	0
71	195	118	98
72	155	123	51
73	24	48	11
74	97	94	40
75	46	51	15
76	46	30	37
77	1	0	0
78	38	39	29
79	440	303	213
80	49	52	36
81	326	206	187
82	158	96	99
83	59	54	24
84	389	266	198
85	2541	2171	1923
86	85	96	57
87	85	85	55
88	1276	871	712
89	29	31	24
90	61	77	50
91	259	212	180
92	352	305	161
93	224	221	165
94	165	190	131
95	117	112	93
96	29	22	20
97	541	523	400
98	661	434	290
99	223	154	103
100	29	37	32
101	1566	1296	1006
102	231	212	167
103	1887	1414	866
104	579	496	327
105	74	55	64
106	171	135	83
107	51	46	26
108	2	0	0
109	171	193	110
110	44	49	33
111	148	111	71
112	45	73	34
113	20	12	11
114	338	339	264
115	4	3	8
116	364	242	171
117	12	8	10
118	221	162	103
119	160	129	126
120	2135	1761	1400
121	42	35	30
122	123	94	52
123	1465	1449	1328
124	2439	2102	1781
125	810	806	655
126	28	26	31
127	117	95	69
128	46	49	34
129	321	257	155
130	1	1	2
131	370	304	200
132	222	185	111
133	331	279	210
134	703	758	695
135	321	270	212
136	47	41	25
137	19	15	17
138	660	587	448
139	165	147	77
140	278	191	165
141	884	728	567
142	156	236	112
143	176	160	110
144	1561	1382	1231
145	860	646	493
146	4	2	2
147	5	3	1
148	128	122	84
149	907	1010	735
150	508	483	341
151	180	131	110
152	223	234	178
153	194	275	186
154	2845	2450	1865
155	3177	2268	1807
156	5	2	1
157	153	141	109
158	61	60	38
159	38	19	20
160	117	99	54
161	1913	1397	1083
162	692	414	385
163	10	16	8
164	311	219	132
165	49	36	40
166	117	136	122
167	449	325	253
168	328	258	184
169	156	142	117
170	59	48	33
171	323	256	141
172	182	139	85
173	378	320	223
174	1441	1231	901
175	50	46	60
176	285	191	111
177	56	44	35
178	0	0	0
179	8	3	2
180	0	0	0
181	35	18	19
182	223	211	171
183	97	102	53
184	19	22	11
185	495	409	312
186	503	400	384
187	269	301	209
188	1	0	2
189	25	20	10
190	63	55	49
191	44	46	29
192	2	0	1
193	4924	3839	2978
194	95	82	57
195	163	140	111
196	11	6	2
197	0	2	0
198	72	85	42
199	127	111	51
200	24	10	12
201	997	756	582
202	17	13	8
203	1172	932	604
204	416	335	240
205	125	135	118
206	138	175	95
207	0	0	0
208	408	284	183
209	99	58	46
210	47	42	35
211	14	16	7
212	111	96	95
213	507	466	477
214	1339	1315	749
215	10	2	16
216	248	190	159
217	15	24	9
218	448	315	240
219	272	229	132
220	249	180	122
221	1795	1612	1439
222	731	489	452
223	322	274	173
224	227	209	129
225	1244	1196	1012
226	56	41	33
227	303	255	206
228	395	290	204
229	82	50	25
230	128	101	65
231	0	0	0
232	186	147	107
233	2	5	9
234	3	2	1
235	277	297	205
236	968	756	521
237	209	220	180
238	42	57	48
239	36	19	7
240	218	223	137
241	128	88	91
242	98	90	41
243	0	2	2
244	27	25	21
245	0	0	0
246	8	7	3
247	432	344	266
248	182	175	115
249	1	5	4
250	89	115	38
251	295	291	249
252	123	116	70
253	63	72	41
254	278	397	283
255	461	428	375
256	22	10	11
257	1657	1406	1150
258	337	368	330
259	249	236	122
260	426	293	271
261	150	111	82
262	231	225	214
263	53	50	42
264	379	335	277
265	170	148	78
266	73	94	45
267	418	320	194
268	292	261	190
269	92	69	59
270	85	65	51
271	3	9	1
272	148	196	149
273	79	79	65
274	110	84	79
275	1	1	0
276	14	17	9
277	360	470	339
278	1850	1642	1433
279	988	910	737
280	42	27	25
281	143	124	75
282	264	240	193
283	578	423	384
284	161	150	91
285	845	888	698
286	598	566	472
287	207	176	167
288	904	685	608
289	515	542	401
290	33	43	40
291	38	39	28
292	362	323	184
293	32	29	20
294	36	45	25
295	501	409	296
296	77	60	48
297	720	644	521
298	629	649	575
299	128	117	75
300	12	18	14
301	211	135	104
302	103	124	61
303	73	46	38
304	359	347	227
305	1069	806	550
306	417	419	254
307	159	116	75
308	34	32	26
309	133	104	76
310	267	273	205
311	350	365	285
312	2847	2471	2017
313	2929	2866	2524
314	2190	2149	1730
315	98	102	79
316	232	204	160
317	451	383	184
318	63	84	29
319	118	72	72
320	806	624	501
321	224	181	113
322	2	0	0
323	341	266	218
324	353	322	197
325	169	194	128
326	250	302	228
327	1241	933	791
328	52	58	25
329	97	95	44
330	54	69	50
331	146	135	137
332	0	0	0
333	32	50	28
334	15	20	6
335	317	277	269
336	118	81	89
337	167	140	118
338	215	240	174
339	5	6	3
340	99	95	79
341	117	93	66
342	95	100	66
343	578	422	288
344	105	118	105
345	156	141	100
346	79	44	54
347	243	238	294
348	446	347	299
349	717	570	300
350	244	149	119
351	3218	3298	3408
352	87	90	34
353	10	6	6
354	99	80	64
355	87	63	57
356	73	72	53
357	917	679	567
358	17	27	10
359	0	0	0
360	1	2	0
361	4	12	4
362	541	507	319
363	39	31	17
364	536	435	258
365	605	520	427
366	19	14	14
367	648	472	333
368	94	133	34
369	186	125	69
370	397	320	187
371	7	2	4
372	14	20	24
373	118	104	76
374	794	644	501
375	0	0	0
376	7	9	5
377	43	32	17
378	25	23	23
379	186	111	94
380	68	68	60
381	13	23	12
382	907	941	736
383	1161	970	731
384	20	27	28
385	10	11	3
386	148	110	93
387	528	492	434
388	565	555	392
389	125	120	58
390	1148	847	628
391	1177	1005	908
392	135	155	78
393	869	847	634
394	542	479	374
395	930	904	699
396	4	3	7
397	158	101	51
398	1298	1232	927
399	1926	1852	1636
400	76	64	31
401	2224	1665	1443
402	1422	1406	776
403	30	20	25
404	24	23	12
405	134	156	98
406	50	54	27
407	154	129	98
408	1683	1306	1057
409	484	542	508
410	127	139	96
411	378	387	300
412	7	7	6
413	1	0	0
414	48	47	46
415	6	3	2
416	5	3	5
417	590	485	329
418	324	359	245
419	8	10	9
420	9	6	11
421	127	173	161
422	115	106	73
423	156	140	84
424	8	9	4
425	165	147	94
426	101	49	35
427	97	101	80
428	215	249	169
429	389	397	300
430	577	584	525
431	766	622	519
432	178	140	87
433	154	112	83
434	2	3	2
435	297	329	247
436	675	476	335
437	138	152	130
438	0	1	1
439	133	127	68
440	64	50	38
441	16	11	9
442	213	188	158
443	33	20	33
444	3	4	1
445	882	708	468
446	787	758	550
447	786	512	330
448	262	356	174
449	0	0	0
450	377	297	197
451	37	35	47
452	532	534	375
453	67	66	34
454	536	406	279
455	1	2	1
456	120	106	75
457	940	944	728
458	181	167	117
459	76	73	72
460	5	1	2
461	0	0	1
462	1023	761	537
463	2632	2213	1620
464	3490	3106	2901
465	195	161	107
466	680	684	541
467	2486	2064	1547
468	24	23	16
469	155	160	78
470	696	576	360
471	356	312	195
472	609	458	404
473	88	57	46
474	7	2	8
475	225	204	138
476	32	11	11
477	195	163	128
478	219	172	136
479	1860	1451	1155
480	0	0	0
481	530	412	292
482	462	434	364
483	65	80	29
484	37	48	19
485	241	179	105
486	366	320	221
487	7	3	4
488	54	60	33
489	637	634	429
490	3	0	1
491	96	71	57
492	852	717	560
493	88	65	39
494	673	744	616
495	1512	1527	1349
496	20	12	12
497	9	11	8
498	157	160	78
499	38	31	21
500	58	67	44
501	122	110	96
502	91	70	85
503	379	248	152
504	76	46	53
505	43	46	39
506	25	10	13
507	595	432	340
508	2	8	5
509	0	1	0
510	215	179	114
511	56	43	38
512	6	17	11
513	350	275	201
514	434	297	197
515	74	103	56
516	14	23	7
517	66	54	40
518	4734	4040	3519
519	89	76	78
520	38	30	20
521	174	98	90
522	0	0	0
523	356	297	250
524	524	454	248
525	30	24	23
526	242	237	187
527	130	130	99
528	41	65	37
529	1	0	0
530	8	6	6
531	1	0	1
532	286	266	231
533	29	38	24
534	631	496	392
535	0	0	2
536	48	35	34
537	334	239	215
538	16	21	13
539	48	44	27
540	36	34	27
541	49	59	30
542	0	0	0
543	22	28	18
544	934	593	596
545	33	32	24
546	22	30	18
547	132	97	93
548	0	0	0
549	282	240	185
550	1228	938	650
551	4	2	1
552	439	347	277
553	3365	2586	2051
554	188	145	86
555	231	196	154
556	0	0	0
557	74	61	29
558	50	30	34
559	0	0	0
560	136	118	83
561	57	51	38
562	83	51	39
563	111	71	47
564	121	156	102
565	519	510	347
566	136	110	91
567	169	147	114
568	128	115	88
569	2075	1844	1629
570	190	160	109
571	50	55	23
572	415	317	307
573	0	0	0
