	count	F	f_count	f_perc	fpi
0	4	1	2	50.0	1.0
1	8	0	6	75.0	2.584962500721156
2	400	2	175	43.75	0.6374299206152918
3	481	2	166	34.511434511434516	0.07583141295964597
4	117	2	47	40.17094017094017	0.4253058347326708
5	81	0	31	38.2716049382716	0.3103401206121505
6	11	0	5	45.45454545454545	0.7369655941662062
7	58	1	28	48.275862068965516	0.9004643264490856
8	98	1	36	36.734693877551024	0.21572869105543724
9	13	2	8	61.53846153846154	1.6780719051126378
10	131	1	45	34.35114503816794	0.06558834162757689
11	195	1	71	36.41025641025641	0.19555080911780698
12	159	0	71	44.65408805031446	0.6903155008673847
13	2097	2	734	35.002384358607536	0.10706640603800316
14	6	0	3	50.0	1.0
15	1493	1	522	34.96316141995982	0.10457851115069233
16	0	0	0		
17	4	1	2	50.0	1.0
18	157	0	55	35.03184713375796	0.10893437155316393
19	124	0	44	35.483870967741936	0.13750352374993502
20	63	2	23	36.507936507936506	0.20163386116965043
21	58	2	30	51.724137931034484	1.0995356735509143
22	0	0	0		
23	73	2	28	38.35616438356164	0.31550182572792945
24	9	1	5	55.55555555555556	1.3219280948873624
25	49	1	20	40.816326530612244	0.4639470997597903
26	20	0	7	35.0	0.1069152039165119
27	362	0	132	36.46408839779006	0.19890406841407826
28	36	0	12	33.33333333333333	0.0
29	21	0	10	47.61904761904761	0.8624964762500651
30	4	0	2	50.0	1.0
31	85	1	29	34.11764705882353	0.05062607306996814
32	66	1	31	46.96969696969697	0.8249132934419087
33	82	1	36	43.90243902439025	0.6463630453852995
34	16	0	7	43.75	0.6374299206152918
35	23	0	8	34.78260869565217	0.09310940439148147
36	22	2	10	45.45454545454545	0.7369655941662062
37	398	2	135	33.91959798994975	0.03789660775852839
38	38	1	14	36.84210526315789	0.22239242133644802
39	18	0	10	55.55555555555556	1.3219280948873624
40	23	2	14	60.86956521739131	1.6374299206152918
41	536	2	181	33.76865671641791	0.028170672691160917
42	13	1	6	46.15384615384615	0.777607578663552
